htid,htid_old,first_publication,rights,ht_bib_key,description,source,source_bib_num,oclc_num,lccn,title,imprint,rights_date_used,author,bib_fmt,oclc_number_earliest,collection_code,content_provider_code,responsible_entity_code,digitization_agent_code,access_profile_code,rights_reason_code,,pub_place,random
mdp.39015048890001,,1969,,,,,537085,68401,,"Fixions, & other stories.",London|Heinemann Educational|1969.,1969,"Liyong, Taban lo.",Fiction,68401,,,,,,,,enk,
mdp.39015004151679,,1970,,,,,1026034,76859,,Down all the days.,New York|Stein and Day|1970,1970,"Brown, Christy,",Fiction,76859,,,,,,,,nyu,
mdp.39015046378827,,1970,,,,,591324,4047385,,This perfect day; | a novel.,New York|Random House|1970,1970,"Levin, Ira,",Fiction,4047385,,,,,,,,nyu,
mdp.39015030741295,,1970,,,,,669358,64723,,Be not content | [a subterranean journal | $c: by] William J. Craddock.,"Garden City, N.Y.|Doubleday|1970.",1970,"Craddock, William J.",NotFiction,64723,,,,,,,,nyu,
mdp.49015000710781,,1958,,,,,4453356,2157929,,The brave African huntress / | $c: by Amos Tutuola.,"New York|Grove Press|1970, c1958.",1970,"Tutuola, Amos.",NotFiction,497495,,,,,,,,nyu,
mdp.39015008698816,,1970,,,,,623133,201272,,Nothing doing: | a novel.,London|Constable|1970.,1970,"Campbell, Michael,",Fiction,201272,,,,,,,,enk,
mdp.39076005566984,,1719,,,,,9908389,129953,,Robinson Crusoe. | The farther adventures of Robinson Crusoe. | $c: [Introd. by Frederick Brereton],New York|Peebles Classic Library|1970?,1970,"Defoe, Daniel,",Fiction,5586366,,,,,,,,enk,
mdp.39015013489268,,1971,,,,,665138,379900,,Three white swans and other stories.,London|Collins|1971.,1971,"Cloete, Stuart,",Fiction,379900,,,,,,,,enk,
uc1.32106002117858,,1971,,,,,7127852,124451,,Nobody knew they were there!,"Garden City, N.Y.|Doubleday|1971.",1971,"Hunter, Evan,",Fiction,124451,,,,,,,,nyu,
mdp.39015030740735,,1971,,,,,669503,156452,,Many broken hammers.,New York|Delacorte Press|1971,1971,"Covin, Kelly.",Fiction,156452,,,,,,,,nyu,
uc1.32106001748687,,1971,,,,,8324084,132514,,"Saint Anthony, and other stories. | $c: Selected and translated by Lafcadio Hearn. Edited with an introd. by Albert Mordell.","Freeport, N.Y.|Books for Libraries Press|1971",1971,"Maupassant, Guy de,",Fiction,132514,,,,,,,,nyu,
mdp.39015000550668,,1971,,,,,672667,161874,,The victims; | a novel of polygamy in modern Africa. | $c: With an introd. by Sunday O. Anozie.,"Garden City, N.Y.|Anchor Books|1971.",1971,"Okpewho, Isidore.",Fiction,161874,,,,,,,,nyu,
pst.000003856628,,1971,,,,,7500399,61245730,,Bluenose capers : | some humourous vignettes of life in Nova Scotia and other stories / | $c: With illus. by Don Pentz.,"""Queensland"", N.S.|c1971].",1971,"Young, George,",NotFiction,61245730,,,,,,,,xx ,
inu.39000003841363,,1972,,,,,6060879,707885,,"The Americans, baby: | a discontinuous narrative of stories and fragments | $c: [by] Frank Moorhouse.",Sydney|Angus and Robertson|1972.,1972,"Moorhouse, Frank.",Fiction,707885,,,,,,,,at ,
mdp.39015019986309,,1972,,,,,540635,1339201,,"Percussive blood; | $c: selected stories by Federico Licsi Espino, Jr. Introductions by Cirilo Bautista and Petronilo Bn. Daroy.",Manila|Pioneer Print. Press|1972,1972,"Espino, Federico Licsi.",Fiction,1339201,,,,,,,,ph ,
mdp.39015000611353,,1969,,,,,632679,226696,,"Patience and Sarah, | $c: by Isabel Miller.","New York|McGraw-Hill Book Company|1972, c1969.",1969,"Miller, Isabel,",Fiction,10895486,,,,,,,,nyu,
mdp.39015034571136,,1972,,,,,18320,1036689,,"Formosa: a tale of the French blockade of 1884-1885. | A China coast tale, | $c: by Lise Boehm [pseud.",Taipei|Reprinted by Ch'eng Wen Pub. Co.|1972,1972,"Giles, Elise Williamina (Edersheim)",Fiction,1036689,,,,,,,,ch ,
pst.000028737988,,1972,,,,,7063414,80295140,,"The works of Mrs. Gaskell : | With a general biographical introduction, and a critical introduction to each volume / | $c: by A.W. Ward, with assistance of the Misses Gaskell.",New York|AMS Press|1972].,1972,"Gaskell, Elizabeth Cleghorn,",NotFiction,80295140,,,,,,,,xx ,
mdp.39015025040398,,1972,,,,,5223,369868,,The John Collier reader.,New York|Knopf|1972.,1972,"Collier, John,",Fiction,369868,,,,,,,,nyu,
inu.30000120967314,,1973,,,,,9803104,446104,,A well-told lie.,New York|Knopf|1973 [c1972,1973,"Hobhouse, Christina,",Fiction|Domestic fiction,446104,,,,,,,,nyu,
mdp.39015012867548,,1973,,,,,885977,48540000,,Full circle / | $c: Mary H. Wiseman.,New York|Vantage Press|c1973.,1973,"Wiseman, Mary H.",UnknownGenre,48540000,,,,,,,,nyu,
mdp.39015030751658,,1973,,,,,484223,762888,,Holding on.,London|Quartet Books|1973,1973,"Jones, Mervyn.",Fiction,762888,,,,,,,,enk,
uc1.b4087803,,1973,,,,,6149763,623531,,The gifts of the child Christ; | fairytales and stories for the childlike. | $c: Edited by Glenn Edward Sadler.,"Grand Rapids, Mich.|W. B. Eerdmans Pub. Co.|1973",1973,"MacDonald, George,",Fiction,623531,,,,,,,,miu,
mdp.39015000627490,,1973,,,,,9159,657322,,Gone Indian.,Toronto|New Press|1973.,1973,"Kroetsch, Robert,",UnknownGenre,657322,,,,,,,,|||,
mdp.39015000647191,,1973,,,,,1030006,688052,,Small changes.,"Garden City, N.Y.|Doubleday|1973.",1973,"Piercy, Marge.",Fiction,688052,,,,,,,,nyu,
mdp.39015030724721,,1974,,,,,626233,879085,,Sick and full of burning.,New York|Viking Press|1974,1974,"Cherry, Kelly.",Fiction,879085,,,,,,,,nyu,
mdp.39015004954346,,1974,,,,,434744,902893,,Something happened.,New York|Knopf; [distributed by Random House|1974.,1974,"Heller, Joseph.",Fiction,902893,,,,,,,,nyu,
mdp.39015058727390,,1974,,,,,3901505,7593674,,Dragonmede / | $c: Rona Randall.,New York|Simon and Schuster|c1974.,1974,"Randall, Rona,",Novel,7593674,,,,,,,,nyu,
uc1.$b435166,,1974,,,,,24372,1057579,,Tyorkin & the stovemakers; | $c: poetry and prose by Alexander Tvardovsky. Translated from the Russian by Anthony Rudolf; introduced by C. P. Snow.,"Cheadle, Eng.|Carcanet Press|1974",1974,"Tvardovskiĭ, A. (Aleksandr),",NotFiction,1057579,,,,,,,,enk,
mdp.39015000612633,,1973,,,,,632210,701614,,The toll.,"New York|Random House|1974, c1973",1974,"Mewshaw, Michael,",Fiction,701614,,,,,,,,nyu,
uc1.b4948469,,1974,,,,,657327,3241731,,Ending up.,London|Cape|1974,1974,"Amis, Kingsley.",Fiction,3241731,,,,,,,,enk,
mdp.39015040129085,,1975,,,,,696437,1993557,,High-rise / | $c: J. G. Ballard.,London|J. Cape|1975.,1975,"Ballard, J. G.,",Fiction,1993557,,,,,,,,enk,
mdp.39015010693839,,1975,,,,,720243,2134879,,The smell of hay / | $c: Giorgio Bassani ; translated by William Weaver.,New York|Harcourt Brace Jovanovich|c1975.,1975,"Bassani, Giorgio.",Indexes|NotFiction,2134879,,,,,,,,nyu,
mdp.39015065929328,,1946,,,,,40445,1601969,,The time stream / | $c: by John Taine [i.e. E. T. Bell].,"New York|Garland Pub.|1975, c1946.",1975,"Bell, Eric Temple,",Fiction,2390104,,,,,,,,nyu,
uc1.$b626864,,1975,,,,,6062515,2074762,,Outside life's feast : | short stories / | $c: Sheila Roberts.,Johannesburg|Ad. Donker|1975.,1975,"Roberts, Sheila,",Fiction,2074762,,,,,,,,sa ,
mdp.39015030946407,,1905,,,,,661519,1055428,,"Lieut. Gullivar Jones, his vacation.",New York|Arno Press|1975.,1975,"Arnold, Edwin Lester Linden,",Fiction,9435309,,,,,,,,nyu,
mdp.39015048706066,,1975,,,,,33154,1111398,,Andy Jessup : | a novel / | $c: Winston M. Estes.,Philadelphia|Lippincott|1975,1975,"Estes, Winston M.,",Fiction,1111398,,,,,,,,pau,
mdp.39015020740315,,1925,,,,,729602,2541047,,The tale of Genji / | $c: Murasaki Shikibu ; translated with an introduction by Edward G. Seidensticker.,"New York|Alfred A, Knopf|c1976.",1976,"Murasaki Shikibu,",NotFiction,12102307,,,,,,,,nyu,
uc1.b4358700,,1976,,,,,9508765,2137246,,The sensuous southpaw : | a novel / | $c: by Paul R. Rothweiler.,New York|Putnam|c1976.,1976,"Rothweiler, Paul R.,",Fiction,2137246,,,,,,,,nyu,
mdp.39015031230694,,1976,,,,,40699,1602126,,"Bottom dogs, From Flushing to Calvary, Those who perish, and hitherto unpublished and uncollected works / | $c: by Edward Dahlberg.",New York|Crowell|c1976.,1976,"Dahlberg, Edward,",Fiction,1602126,,,,,,,,nyu,
mdp.39015002719618,,1976,,,,,172749,2782105,,Farthing's fortunes / | $c: Richard B. Wright.,Toronto|Macmillan of Canada|1976.,1976,"Wright, Richard Bruce,",Fiction,2782105,,,,,,,,onc,
uc1.b4951110,,1976,,,,,734264,1976085,,I hear America swinging / | $c: Peter De Vries.,"Boston|Little, Brown|c1976.",1976,"De Vries, Peter.",Fiction,1976085,,,,,,,,mau,
mdp.39015030945946,,1976,,,,,746068,2467851,,Confession of a lover : | a novel / | $c: by Mulk Raj Anand.,Delhi|Arnold-Heinemann Publishers (India)|1976.,1976,"Anand, Mulk Raj,",Fiction,2467851,,,,,,,,ii ,
mdp.39015048898061,,1977,,,,,738524,2595452,,A woman like that / | $c: Susan Richards Shreve.,New York|Atheneum|1977.,1977,"Shreve, Susan Richards.",Fiction,2595452,,,,,,,,nyu,
uc1.b4451287,,1977,,,,,9518449,2984394,,The stone bull / | $c: Phyllis A. Whitney.,"Garden City, N.Y.|Doubleday|1977.",1977,"Whitney, Phyllis A.,",Fiction,2984394,,,,,,,,nyu,
uc1.32106001535217,,1960,,,,,7114372,2968200,,The Odyssey of Homer / | $c: translated by Ennis Rees.,Indianapolis|Bobbs-Merrill Educational Pub.|c1977.,1977,Homer.,NotFiction|Bibliographies,522441,,,,,,,,inu,
wu.89042494500,,1977,,,,,6917661,3969534,,A course of time / | $c: by Mark Insingel ; translated by Adrienne Dixon.,New York|Red Dust|1977.,1977,"Insingel, Mark.",Fiction,3969534,,,,,,,,nyu,
uc1.b4462433,,1977,,,,,9519000,2837215,,The taskmaster / | $c: Harold King.,"New York|Coward, McCann & Geoghegan|c1977.",1977,"King, Harold,",Fiction,2837215,,,,,,,,nyu,
mdp.39015069746959,,1977,,,,,4353818,54674870,,Suckin' truckin' studs / | $c: Lonnie Colson.,"Santee, Calif.|Surree Limited|c1977.",1977,"Colson, Lonnie.",Fiction,54674870,,,,,,,,cau,
mdp.49015000668237,,1978,,,,,4449046,4504751,,Women / | $c: Charles Bukowski.,"Santa Barbara, Calif.|Black Sparrow Press|1978.",1978,"Bukowski, Charles.",Fiction,4504751,,,,,,,,cau,
inu.30000114426103,,1978,,,,,10557152,4498739,,Greengroundtown : | stories / | $c: by Christopher Fahy.,"Orono, Me.|Puckerbrush Press|c1978.",1978,"Fahy, Christopher.",Fiction,4498739,,,,,,,,meu,
inu.39000004055062,,1978,,,,,7590709,9593140,,The gemstone affair / | $c: Barbara Kimenye.,Sunbury-on-Thames|Nelson|1978.,1978,"Kimenye, Barbara.",Fiction,9593140,,,,,,,,enk,
coo.31924011969544,,1886,,,,,11405237,5725965,,"Allan Quatermain : | being an account of his further adventures and discoveries in company with Sir Henry Curtis, Bart., Commander John Good, R.N., and one Umslopogaas / | $c: by Rider Haggard ; with twenty ill. by Charles H. M. Kerr and a port.","North Hollywood, Calif.|Newcastle Pub. Co.|1978.",1978,"Haggard, H. Rider (Henry Rider),",Fiction,13688258,,,,,,,,cau,
mdp.39015062108892,,1956,,,,,135524,3844601,,Double star / | $c: Robert A. Heinlein ; with a new introd. by Joe Haldeman.,"Boston|Gregg Press|1978, c1956.",1978,"Heinlein, Robert A. (Robert Anson),",Fiction|Bibliographies,676595,,,,,,,,mau,
mdp.39015052543298,,1978,,,,,3860014,5796036,,The road to Corlay / | $c: Richard Cowper.,New York|Pocket Books|c1978.,1978,"Cowper, Richard,",Fiction,5796036,,,,,,,,nyu,
mdp.39015031222287,,1979,,,,,330543,6200560,,The wife specialist : | stories / | $c: by Laurie Clancy.,Melbourne|Hyland House|1979.,1979,"Clancy, Laurie,",Fiction,6200560,,,,,,,,at ,
uc1.b3475632,,1979,,,,,6662690,6090501,,Summerland : | a Western Australian sesquicentenary anthology of poetry and prose / | $c: edited by Alec Choate & Barbara York Main,"Nedlands, W.A.|University of Western Australia Press|1979",1979,,UnknownGenre,6090501,,,,,,,,at ,
mdp.39015046816974,,1978,,,,,120086,5850860,,Six of one / | $c: Rita Mae Brown.,"Toronto|New York|Bantam Books|1979, c1978.",1979,"Brown, Rita Mae.",Fiction,3845674,,,,,,,,onc,
inu.39000002029382,,1979,,,,,6062738,7933055,,The staircase / | $c: Ngure Mwaniki.,Nairobi|Longman|1979.,1979,"Mwaniki, Ngure.",Fiction,7933055,,,,,,,,ke ,
inu.39000001302913,,1973,,,,,7587924,14336701,,The Bram Stoker bedside companion : | 10 stories by the author of Dracula / | $c: edited and with an introduction by Charles Osborne.,"New York|Taplinger Pub. Co.|1979, c1973.",1979,"Stoker, Bram,",NotFiction,666691,,,,,,,,nyu,
mdp.39015048903655,,1979,,,,,299932,4883448,,The distant music of summer : | a novel / | $c: by James T. Maher.,"Boston|Little, Brown|c1979.",1979,"Maher, James T.",Fiction,4883448,,,,,,,,mau,
uc1.b4951365,,1980,,,,,9493671,5941100,,"Bright lights, dark rooms / | $c: David Nemec.","Garden City, N.Y.|Doubleday|1980.",1980,"Nemec, David.",Fiction,5941100,,,,,,,,nyu,
pst.000012674534,,1970,,,,,7056878,7313189,,The steel crocodile / | $c: D.G. Compton.,New York|Pocket Books|1980.,1980,"Compton, D. G. (David Guy),",Fiction,359007,,,,,,,,nyu,
uc1.32106008230200,,1980,,,,,8323054,7673979,,Alice Dugdale : | a Victorian romance / | $c: by Anthony Trollope.,"Racine, Wis.|Caledonia Press|1980.",1980,"Trollope, Anthony,",Fiction,7673979,,,,,,,,wiu,
uc1.b4357753,,1980,,,,,6224902,6196259,,Maynard's house / | $c: by Herman Raucher.,New York|Putnam|c1980.,1980,"Raucher, Herman.",Fiction,6196259,,,,,,,,nyu,
mdp.39015005190379,,1980,,,,,142122,6249822,,Two women / | $c: Harry Mulisch ; translated from the Dutch by Els Early.,London|J. Calder|New York|Riverrun Press|1980.,1980,"Mulisch, Harry,",Fiction,6249822,,,,,,,,enk,
mdp.39015002661174,,1980,,,,,726057,6378191,,In iron years / | $c: Gordon R. Dickson.,"Garden City, N.Y.|Doubleday|1980.",1980,"Dickson, Gordon R.",Fiction,6378191,,,,,,,,nyu,
uc1.32106009863165,,1981,,,,,7108481,9359802,,The missing men / | $c: Dennis Cooper.,"Santa Barbara, Calif.|Am Here Press/Immediate Editions|c1981.",1981,"Cooper, Dennis,",NotFiction|Authors' signatures,9359802,,,,,,,,cau,
mdp.39015005364040,,1981,,,,,265455,7171732,,The herald / | $c: Michael Shaara.,New York|McGraw-Hill|c1981.,1981,"Shaara, Michael.",Fiction,7171732,,,,,,,,nyu,
mdp.39015051323700,,1981,,,,,224791,8012336,,Life stories / | $c: by A.L. Barker.,London|Hogarth Press|1981.,1981,"Barker, A. L. (Audrey Lillian),",Fiction,8012336,,,,,,,,enk,
uc1.b4463661,,1981,,,,,196346,7685774,,Four roses in three acts / | $c: by Franklin Mason.,New York|Fiction Collective|1981.,1981,"Mason, Franklin.",Fiction,7685774,,,,,,,,nyu,
uc1.b4421514,,1981,,,,,6237710,7178432,,Rokudan : | a tale of love in six movements / | $c: by Pat Burch.,New York|Taplinger Pub. Co.|c1981.,1981,"Burch, Pat.",Fiction,7178432,,,,,,,,nyu,
pst.000049935752,,1956,,,,,9813236,7197814,,Peyton Place / | $c: by Grace Metalious.,"New York|Simon and Schuster|1981, c1956.",1956,"Metalious, Grace.",Fiction|Domestic fiction,289487,,,,,,,,nyu,
mdp.39015046858588,,1982,,,,,783035,8981435,,Midnight in the century / | $c: Victor Serge ; translated by Richard Greeman.,London|Writers and Readers|1982.,1982,"Serge, Victor,",Fiction,8981435,,,,,,,,enk,
mdp.39015014224961,,1982,,,,,612243,9612635,,As the sorcerer said-- / | $c: Myriam Warner-Vieyra; translated by Dorothy S. Blair.,Harlow Essex|Longman|1982.,1982,"Warner-Vieyra, Myriam.",Fiction,9612635,,,,,,,,enk,
mdp.39015049864096,,1979,,,,,106252,8606816,,Going to heaven / | $c: Wilson Katiyo.,"Harlow, Essex|Longman|1982, c1979.",1982,"Katiyo, Wilson.",Fiction,5685396,,,,,,,,enk,
uc1.32106008517846,,1982,,,,,8322724,8590270,,"Goodbye, Mickey Mouse / | $c: Len Deighton.",New York|Knopf|Distributed by Random House|1982.,1982,"Deighton, Len,",Fiction,8590270,,,,,,,,nyu,
uc1.b4929953,,1982,,,,,224756,7813498,,Contemporary Russian prose / | $c: edited by Carl & Ellendea Proffer.,"Ann Arbor, MI|Ardis Publishers|c1982.",1982,,Fiction,7813498,,,,,,,,miu,
mdp.39015051945015,,1982,,,,,228551,9318863,,The stool / | $c: Kwakuvi Azasu.,"Harlow, Essex, England|Longman|1982.",1982,"Azasu, Kwakuvi,",Fiction,9318863,,,,,,,,enk,
uc1.b4431004,,1983,,,,,6239092,9018127,,Radiance / | $c: N. Richard Nash.,"Garden City, N.Y.|Doubleday|1983.",1983,"Nash, N. Richard.",Fiction,9018127,,,,,,,,nyu,
uc1.b4451934,,1983,,,,,6242482,8845460,,Marie Blythe : | a novel / | $c: Howard Frank Mosher.,New York|Viking Press|1983.,1983,"Mosher, Howard Frank.",Fiction,8845460,,,,,,,,nyu,
mdp.39015063100369,,1983,,,,,5134783,9576649,,Keystone / | $c: Peter Lovesey.,New York|Pantheon Books|c1983.,1983,"Lovesey, Peter.",Novel,9576649,,,,,,,,nyu,
mdp.39015006579224,,1981,,,,,285325,9958761,,"Little, big / | $c: John Crowley.","Toronto|New York|Bantam Books|c1983, c1981.",1981,"Crowley, John,",Fiction,9958761,,,,,,,,onc,
pst.000017651035,,1951,,,,,7050912,16918204,,The foundation trilogy / | $c: Isaac Asimov.,"New York|Ballantine Books|1983, c1982.",1982,"Asimov, Isaac,",NotFiction,4099597,,,,,,,,xx ,
uc1.b4422272,,1983,,,,,6237893,9646453,,Waltz in Marathon / | $c: Charles Dickinson.,New York|Knopf|1983.,1983,"Dickinson, Charles,",Fiction,9646453,,,,,,,,nyu,
mdp.39015023602157,,1984,,,,,2212493,16909508,,Dream time river / | $c: by James Goonewardene.,"Colombo|Goonewardene, Morris & Vaughton|c1984.",1984,"Goonewardene, James,",Fiction,16909508,,,,,,,,ce ,
uc1.b4437895,,1957,,,,,6239990,11187362,,The lady / | $c: by Conrad Richter.,"Lincoln|University of Nebraska Press|1984], c1957.",1984,"Richter, Conrad,",Fiction,286004,,,,,,,,nbu,
inu.39000000912381,,1984,,,,,7588246,12227011,,Swallow / | $c: D.M. Thomas.,"Toronto, Ont.|Lester & Orpen Dennys|c1984.",1984,"Thomas, D. M.",Fiction,12227011,,,,,,,,enk,
uc1.b3866377,,1984,,,,,3095748,11972200,,Collected works in eight volumes / | $c: Mikhail Sholokhov ; translated from the Russian by Robert Daglish.,Moscow|Raduga Publishers|c1984.,1984,"Sholokhov, Mikhail Aleksandrovich,",NotFiction,11972200,,,,,,,,ru ,
uc1.b4464380,,1984,,,,,120329,10183121,,Alive and dead in Indiana : | stories / | $c: by Michael Martone.,New York|Knopf|1984.,1984,"Martone, Michael.",Fiction,10183121,,,,,,,,nyu,
mdp.39015017639165,,1984,,,,,324131,10679135,,Earthly purposes / | $c: Jay Meek.,Pittsburgh|Carnegie-Mellon University Press|London|Feffer and Simons|1984.,1984,"Meek, Jay.",NotFiction,10679135,,,,,,,,pau,
mdp.39015010555517,,1985,,,,,425966,13125084,,Overhead in a balloon : | stories of Paris / | $c: Mavis Gallant.,"Toronto, Ont., Canada|Macmillan of Canada|c1985.",1985,"Gallant, Mavis.",Fiction,13125084,,,,,,,,onc,
uc1.b4447001,,1985,,,,,6241566,11725635,,Looking for Bobby : | a novel / | $c: Gloria Norris.,New York|Knopf|1985.,1985,"Norris, Gloria.",Fiction,11725635,,,,,,,,nyu,
uc1.b4450980,,1985,,,,,6242226,10950085,,Flowers from Berlin / | $c: by Noel Hynd.,"Garden City, N.Y.|Dial Press|1985.",1985,"Hynd, Noel.",Fiction,10950085,,,,,,,,nyu,
mdp.39015019652240,,1985,,,,,2435143,14587154,,A long way from heaven / | $c: Sheelagh Kelly.,London|Century|1985.,1985,"Kelly, Sheelagh.",Fiction,14587154,,,,,,,,enk,
uc1.32106016455070,,1983,,,,,8325471,11998471,,Paddy's puzzle / | $c: by Fiona Kidman,"Harmondsworth|Penguin|1985, c1983",1983,"Kidman, Fiona,",Fiction,11441657,,,,,,,,enk,
coo.31924001097280,,1985,,,,,10360763,15964752,,Blue chips / | $c: by Herbert A. Applebaum.,"Lawrenceville, Va.|Brunswick Pub. Co.|1985.",1985,"Applebaum, Herbert A.",Fiction,15964752,,,,,,,,vau,
uc1.b4975928,,1986,,,,,474896,12666468,,The sorcerer's apprentice / | $c: Charles Johnson.,New York|Atheneum|1986.,1986,"Johnson, Charles (Charles Richard),",Fiction,12666468,,,,,,,,nyu,
mdp.39015011345330,,1986,,,,,672414,13455496,,To skin a cat : | stories / | $c: Thomas McGuane.,New York|Dutton/S. Lawrence|c1986.,1986,"McGuane, Thomas.",Fiction,13455496,,,,,,,,nyu,
uc1.32106007415307,,1986,,,,,7104477,13524482,,Dead alive / | $c: Eva Demski ; translated from the German by Jan van Heurck.,New York|Harper & Row|c1986.,1986,"Demski, Eva,",Fiction,13524482,,,,,,,,nyu,
uc1.b4355107,,1986,,,,,9508261,13094432,,Leave of absence / | $c: Ralph McInerny.,New York|Atheneum|c1986.,1986,"McInerny, Ralph M.",Fiction,13094432,,,,,,,,nyu,
mdp.39015011095281,,1986,,,,,812483,13328005,,The Daisy Ducks : | a Doc Adams suspense novel / | $c: Rick Boyer.,Boston|Houghton Mifflin|c1986.,1986,"Boyer, Rick.",Fiction,13328005,,,,,,,,mau,
mdp.39015011560003,,1986,,,,,631802,13360632,,Raven's wing / | $c: Joyce Carol Oates.,New York|E.P. Dutton|c1986.,1986,"Oates, Joyce Carol,",Fiction,13360632,,,,,,,,nyu,
mdp.39015014606456,,1987,,,,,826049,15084697,,The village of Stepanchikovo and its inhabitants : | from the notes of an unknown / | $c: Fyodor Dostoyevsky ; translated with an introduction by Ignat Avsey.,"Ithaca, N.Y.|Cornell University Press|1987.",1987,"Dostoyevsky, Fyodor,",Fiction|Bibliographies,15084697,,,,,,,,nyu,
mdp.39015012428580,,1964,,,,,918957,19590712,,The late Mattia Pascal / | $c: Luigi Pirandello ; translated by William Weaver.,"Hygiene, Co.|Eridanos Press|c1987.",1987,"Pirandello, Luigi,",Fiction,1379034,,,,,,,,cou,
uc1.b4973166,,1987,,,,,9491222,15654164,,Life in the land of the living / | $c: by Daniel Vilmure.,New York|Knopf|1987.,1987,"Vilmure, Daniel.",Fiction,15654164,,,,,,,,nyu,
mdp.39015024945225,,1986,,,,,2535985,17981082,,Very like a whale / | $c: Val Mulkerns.,London|Futura|1987.,1987,"Mulkerns, Val,",Fiction,17981082,,,,,,,,enk,
mdp.39015031599080,,1984,,,,,850872,14212650,,Fast lanes / | $c: Jayne Anne Phillips.,New York|Dutton/Seymour Lawrence|c1987.,1987,"Phillips, Jayne Anne,",Fiction,11380134,,,,,,,,nyu,
mdp.39015032998992,,1968,,,,,1090329,15663835,,Consider the lilies / | $c: Iain Crichton Smith ; introduced by Isobel Murray.,"Edinburgh|Canongate|1987, c1968.",1987,"Smith, Iain Crichton,",Fiction,36189,,,,,,,,stk,
mdp.49015000320532,,1988,,,,,4413952,18137632,,Fire on the mountain / | $c: Terry Bisson.,New York|Arbor House|c1988.,1988,"Bisson, Terry.",Fiction,18137632,,,,,,,,nyu,
mdp.39015014573664,,1988,,,,,916079,17385600,,Dreaming : | a novel / | $c: by Herbert Gold.,New York|D.I. Fine|c1988.,1988,"Gold, Herbert,",Fiction,17385600,,,,,,,,nyu,
mdp.39015047764249,,1988,,,,,1098712,18326338,,In search of the crack / | $c: Robert Elms.,London|Viking|1988.,1988,"Elms, Robert,",Fiction,18326338,,,,,,,,enk,
mdp.39015014430824,,1988,,,,,930184,17263903,,Playing with shadows / | $c: Gloria Whelan.,Urbana|University of Illinois Press|c1988.,1988,"Whelan, Gloria.",Fiction,17263903,,,,,,,,ilu,
mdp.39015013302651,,1988,,,,,927797,17649068,,Moustapha's eclipse / | $c: Reginald McKnight.,Pittsburgh|University of Pittsburgh Press|c1988.,1988,"McKnight, Reginald,",Fiction,17649068,,,,,,,,pau,
mdp.39015023647459,,1986,,,,,1818864,16981186,,Love unknown / | $c: by A.N. Wilson.,"New York, N.Y., U.S.A.|Penguin Books|1988, c1986.",1988,"Wilson, A. N.,",Fiction,14520100,,,,,,,,nyu,
mdp.39015017968036,,1989,,,,,2062994,18745317,,Caught in a still place / | $c: Jonathan Lerner.,London|Serpent's Tail|c1989.,1989,"Lerner, Jonathan,",Fiction,18745317,,,,,,,,enk,
uc1.b4974551,,1989,,,,,9492123,17983045,,Words of love : | a novella and stories / | $c: by Philip Norman.,London|Hamilton|1989.,1989,"Norman, Philip,",Fiction,17983045,,,,,,,,enk,
mdp.39015049629069,,1982,,,,,2370774,20702978,,Further tales of the city / | $c: Armistead Maupin.,"New York|Perennial Library|1989, c1982.",1989,"Maupin, Armistead.",Fiction,8386796,,,,,,,,nyu,
mdp.39015019199168,,1989,,,,,1304808,18411216,,Sleeping in flame / | $c: Jonathan Carroll.,New York|Doubleday|1989.,1989,"Carroll, Jonathan,",Fiction,18411216,,,,,,,,nyu,
mdp.39015018335995,,1989,,,,,2172029,20167768,,The chymical wedding / | $c: Lindsay Clarke.,New York|Knopf|Distributed by Random House|1989.,1989,"Clarke, Lindsay.",Fiction,20167768,,,,,,,,nyu,
mdp.39015041196430,,1989,,,,,1297042,18520309,,In the hollow of the deep-sea wave : | a novel and seven stories / | $c: Garry Kilworth.,London|Bodley Head|1989.,1989,"Kilworth, Garry.",Fiction,18520309,,,,,,,,enk,
mdp.39015018916802,,1990,,,,,2218910,20671689,,Wondermonger / | $c: Michael Rothschild.,New York|Viking|1990.,1990,"Rothschild, Michael,",Fiction,20671689,,,,,,,,nyu,
mdp.39015018982119,,1990,,,,,2228157,20827459,,"First Hubby / | $c: Roy Blount, Jr.",New York|Villard Books|1990.,1990,"Blount, Roy.",Fiction,20827459,,,,,,,,nyu,
inu.30000039887777,,1990,,,,,6061297,29556199,,Heart break before the day of the diamond / | $c: by Nnachi Njoku.,"Limbe, Republic of Cameroon|Nooremac Press|between 1990 and 1993?",1990,"Njoku, Nnachi,",Fiction,29556199,,,,,,,,cm ,
mdp.39015052834705,,1964,,,,,3133147,21594876,,Pop. 1280 / | $c: Jim Thompson,New York|Vintage Books|1990,1990,"Thompson, Jim,",Fiction|Mystery fiction,23919418,,,,,,,,nyu,
mdp.39015019854671,,1819,,,,,2458108,21908283,,"The vampyre, 1819 / | $c: John William Polidori.",Oxford [England|New York|Woodstock Books|1990.,1990,"Polidori, John William,",Fiction,730306,,,,,,,,enk,
mdp.39015019670390,,1990,,,,,2439172,20693185,,The last trump of Avram Blok / | $c: Simon Louvish.,London|Collins|1990.,1990,"Louvish, Simon.",Fiction,20693185,,,,,,,,enk,
pst.000021335556,,1991,,,,,7491449,26578595,,The Lucinda legacy / | $c: by Robert Mitchell.,"Brisbane, Qld.|Boolarong Publications|1991.",1991,"Mitchell, Robert,",NotFiction,26578595,,,,,,,,xx ,
