author,title,imprint,nationality,inferreddate,htid
"Asch, Sholem",The apostle,New York|G.P. Putnam's So,po,1943,uc1.b4368241
"Gold, Herbert,",Dreaming : | a novel / | $c: by Herbert Gold.,New York|D.I. Fine|c1988.,nyu,1988,mdp.39015014573664
"Dhaḷa, Rameśa Candra",Two kilos of rice & other stories,"Calcutta, India|Writers W",,1989,mdp.39015024894282
"Noble, Edward.","Outposts of the fleet; stories of the merchant service in war and peace, by Edward Noble.","Houghton Mifflin company, 1917.",ilu,1917,mdp.39015063936622
"Merrill, Kenneth E",Plant location and community changes,Lawrence|Center for Resea,,1961,mdp.39076005945360
"Roe, Edward Payson, 1838-1888.",Driven back to Eden.,"International association of newspapers and authors, 1901.",gau,1885,uc2.ark:/13960/fk7sn01j2b
"Tibbetts, Albert B.","Youth, youth, youth; | $c: stories of challenge, confidence and comradeship.",New York|F. Watts|1955,nyu,1955,uc1.b4098773
"Meller, Sidney",Home is here,New York|The Macmillan co,us,1941,uc1.b3143008
"Stevenson, Harvey.",Big scary wolf / | $c: written and illustrated by Harvey Stevenson.,New York|Clarion Books|c1997.,nyu,1997,pst.000045475443
"Maugham, W. Somerset (William Somerset),",Complete short stories.,"Garden city, N.Y.|Doubleday|1952.",nyu,1952,mdp.49015000993742
"King, Charles, 1844-1933.","Comrades in arms; a tale of two hemispheres, by General Charles King ... illustrations by George Gibbs and E. W. Deming.","The Hobart Company, 1904.",mau,1904,uc2.ark:/13960/t3hx1634q
"Davis, Lindsay",Shadows in bronze : a Marcus Didius Falco novel,New York|Ballantine Books,uk,1992,mdp.39015029554261
"Frame, Janet","Scented gardens for the blind, a novel",New York|G. Braziller|196,nz,1964,mdp.39015003676734
"Marshall, Archibald,","The claimants, | $c: by Archibald Marshall.",Boston|New York|Houghton Mifflin company|1934.,mau,1934,mdp.39015000674443
"Shedd, George C. (George Clifford)",The princess of Forge,New York;Macaulay;1910.,us,1910,uc2.ark+=13960=t11n8091g
"Harris, Joel Chandler, 1848-1908.","Uncle Remus, his songs and his sayings, by Joel Chandler Harris; with an introduction by Thomas Nelson Page, and illustrations by A. B. Frost and E. W. Kemble.","D. Appleton and company, 1920.",nyu,1880,uc2.ark:/13960/t6n010v0x
"Mauriac, FranÃ§ois",A kiss for the leper =Le baiser au lÃ©preux ; [Genetrix],London|Eyre & Spottiswood,fr,1950,mdp.39015066648810
"Judson, Katharine Berry.","Myths and legends of the Mississippi Valley and the Great Lakes, selected and ed. by Katharine B. Judson ...","A.C. McClurg & Co., 1914.",inu,1914,uc2.ark:/13960/fk22b8vh0p
"Dreiser, Theodore",The Titan,New York;John Lane Co.;Lo,us,1914,nyp.33433074851886
"Marsh, Richard, d. 1915.",A spoiler of men.,"Chatto & Windus, 1921 [c1911]",nyu,1905,uc2.ark:/13960/t1zc8004h
"Qian, Gang",The great China earthquake,Beijing|Foreign Languages,,1989,inu.30000105822773
"Johnson, Charles (Charles Richard),",The sorcerer's apprentice / | $c: Charles Johnson.,New York|Atheneum|1986.,nyu,1986,uc1.b4975928
"Rhodes, Eugene Manlove, 1869-1934.",Bransford of Rainbow Range / by Eugene Manlove Rhodes ; frontispiece by Harvey T. Dunn.,"Grosset & Dunlap, [1920]",nyu,1913,uc2.ark:/13960/t6c24r785
,"Told under the magic umbrella; | modern fanciful stories for young children, | $c: selected by the Literature Committee of the Association for Childhood Education, illustrated by Elizabeth Orton Jones.",New York|Macmillan Company|1939.,nyu,1939,uc1.b4088037
"Hunter, Evan,",Nobody knew they were there!,"Garden City, N.Y.|Doubleday|1971.",nyu,1971,uc1.32106002117858
"Lehmann, Arthur Heinz",The noble stallion,"New York|Holt|1955,c1954",de,1955,uc1.$b155513
"Stern, Philip Van Doren,","Travelers in time : | strange tales of man's journeyings into the past and the future / | $c: edited, with an introd. by Philip Van Doren Stern.",New York|Doubleday|1947.,nyu,1947,mdp.39015031010781
"Meena, Gladstone",Remember death,London|Macmillan|1994.,,1994,inu.30000045131764
"Underhill, Harold",Jamaica white,"New York|Macmillan|1967, ",,1967,uc1.b3454992
,"Life and limb : selected tales of peril, predicament and dire distress","Davis, CA|Hi Jinx Press|1",,1996,uc1.32106016310473
"De Vries, Peter.",I hear America swinging / | $c: Peter De Vries.,"Boston|Little, Brown|c1976.",mau,1976,uc1.b4951110
"Miller, Warren Hastings",The ring-necked grizzly,New York;London;D. Applet,us,1920,uc2.ark+=13960=t9p26r397
"Tutuola, Amos.",The brave African huntress / | $c: by Amos Tutuola.,"New York|Grove Press|1970, c1958.",nyu,1958,mdp.49015000710781
"Komroff, Manuel",Coronet,"New York|Coward-McCann, i",us,1929,uc1.$b242744
"Mosher, Howard Frank.",Marie Blythe : | a novel / | $c: Howard Frank Mosher.,New York|Viking Press|1983.,nyu,1983,uc1.b4451934
"Metelerkamp, Sanni",Outa Karel's stories,London;Macmillan;1914.,sa,1914,uc2.ark+=13960=t9p26xq9c
"Forrest, Katherine V.,",Murder by tradition / | $c: Katherine V. Forrest.,"Tallahassee, FL|Naiad Press|1991.",flu,1991,mdp.39015021995231
"Sterne, Laurence,","The life and opinions of Tristram Shandy, gentleman,",New York|The Odyssey press|c1940,nyu,1813,mdp.39015003496737
"Hough, Donald,",The camelephamoose | $c: [by] Donald Hough.,"New York|Duell, Sloan and Pearce|1946",nyu,1946,uc1.$b799823
"Atherton, Gertrude Franklin Horn, 1857-1948.","Patience Sparhawk and her times; a novel, by Gertrude Atherton.","R. F. Fenno, 1903 [c1897]",pau,1895,uc2.ark:/13960/t8kd1r55j
"Cable, George Washington",Strange true stories of Louisiana,New York;C. Scribner's so,us,1889,mdp.39015005354504
"Brennan, Maeve.",The long-winded lady; | notes from the New Yorker.,New York|Morrow|1969.,nyu,1969,uc1.b4421424
"Stern, G. B. (Gladys Bronwyn)",Jack a' Manory,London|Chapman and Hall|1,uk,1927,uc1.$b244956
"Fahy, Christopher.",Greengroundtown : | stories / | $c: by Christopher Fahy.,"Orono, Me.|Puckerbrush Press|c1978.",meu,1978,inu.30000114426103
,"What feather, | stories and verse, | $c: by L. S. Brown, A. E. Dubois, E. N. Hooker [and] M. C. Thomas.","Syracuse, N.Y.|Pendragon Press|1928",nyu,1928,mdp.39015059373020
"Savage, C. Maclean.",The turn of the sword / by C. Maclean Savage ; with frontispiece in colors and decorations by the Kinneys.,"F.G. Browne, 1913.",inu,1912,uc2.ark:/13960/t3hx17h31
"Cherry, Kelly.",The society of friends : | stories / | $c: by Kelly Cherry.,"Columbia, Mo.|University of Missouri Press|c1999.",mou,1999,mdp.39015050128027
"Beach, Rex",Heart of the sunset,New York &;London;Harper ,us,1915,nyp.33433074837331
"Draper, Dorothy,","Decorating is fun! | How to be your own decorator, | $c: by Dorothy Draper; with line cuts and halftone illustrations.","New York, N.Y.|Doubleday, Doran & company, inc.|1942.",nyu,1939,inu.30000111982462
"Bell, Eric Temple,",The time stream / | $c: by John Taine [i.e. E. T. Bell].,"New York|Garland Pub.|1975, c1946.",nyu,1946,mdp.39015065929328
"Sinanian, John",This nation was not born to perish : a novel of the First World War,New York|Vantage Press|19,us,1969,mdp.39015072819769
"Cloete, Stuart",The abductors,New York|Trident Press|19,sa,1966,uc1.b3810939
"Wiesel, Elie",The fifth son,New York|Schocken Books|1,rom,1998,wu.89064313984
"(Albert Isaac), Bezzerides, A. I.","Long haul, | $c: by A.I. Bezzerides.",New York|Carrick & Evans|c1938,nyu,1938,uc1.b3346129
"Martineau, Harriet",The hour and the man,London;E. Moxon;1841.,uk,1841,uiuo.ark+=13960=t66408j7j
"Compton-Burnett, I. (Ivy)",Mother and son,London|V. Gollancz|1955.,uk,1955,mdp.39015005665032
"Dos Passos, John,",Three soldiers / | $c: introduction by John Dos Passos.,New York|Modern Library|c1932,nyu,1921,mdp.39015005085371
"Dawson, Fielding","Virginia Dare : stories, 1976-1981",Santa Barbara|Black Sparr,us,1985,mdp.39015048712163
"Schroeder, Joan V.,",Solitary places / | $c: Joan Vannorsdall Schroeder.,New York|Putnam's|c1994.,nyu,1994,mdp.39015032354972
"Woodrell, Daniel",Give us a kiss : a country noir,New York|Pocket Books|199,us,1998,uc1.32106018627064
"Cone, Joe",The waybackers,Boston;The Colonial press,us,1905,nnc1.1002173220
"Kaye-Smith, Sheila",Ember lane: a winter's tale,New York and London|harpe,uk,1940,wu.89100334630
"Rogers, Robert L",Tom Johnson,New York;F. T. Neely;c190,,1903,uc2.ark+=13960=t2z31nv6d
"Field, Rachel",The yellow shop,"Garden City, N.Y.|Doubled",us,1931,umn.31951000888300t
"Flavin, Martin,","Corporal cat, | the story of a German parachute soldier, | $c: by Martin Flavin",New York|and London|Harper & brothers|c1941,nyu,1941,uc1.$b104462
"Barklem, Jill",The secret staircase,"New York|Atheneum Books, ",uk ,1983,pst.000046236876
"Chesnutt, Charles W. 1858-1932.",The house behind the cedars / by Charles W. Chesnutt.,"Houghton, Mifflin, 1901.",pau,1900,nc01.ark:/13960/t7hq4034d
,Contemporary Russian prose / | $c: edited by Carl & Ellendea Proffer.,"Ann Arbor, MI|Ardis Publishers|c1982.",miu,1982,uc1.b4929953
"Standish, Burt L., 1866-1945.",Frank Merriwell's chums / by Burt L. Standish [i.e. G. Patten],"D. McKay, 1902.",inu,1896,uc2.ark:/13960/t0zp3w43h
"McKnight, Reginald,",Moustapha's eclipse / | $c: Reginald McKnight.,Pittsburgh|University of Pittsburgh Press|c1988.,pau,1988,mdp.39015013302651
"Shreve, Susan Richards.",A woman like that / | $c: Susan Richards Shreve.,New York|Atheneum|1977.,nyu,1977,mdp.39015048898061
,The German classics of the nineteenth and twentieth centuries,Albany;J.B. Lyon;c1913-c1,,1913,uc2.ark+=13960=t8x923k22
"Gregg, Frank M. 1864-1937","The founding of a nation : the story of the Pilgrim fathers, their voyage on the Mayflower, their early struggles, hardships and dangers, and the beginnings of American democracy, as told in the journals of Francis Beaumont, cavalier / by Frank M. Gregg...","The Arthur H. Clark company, 1915.",nyu,1915,uc2.ark:/13960/t8qb9zg7m
"Frazier, Anitra",It's a cat's life : true stories with practical help for your cat from birth to old age,New York|Beaufort Books|c,,1985,coo.31924003818675
"Cheever, John",The Wapshot scandal,New York|Harper & Row|c19,us,1964,mdp.39015031598389
"Cheever, John",The Wapshot scandal,New York|Harper & Row|c19,us,1964,mdp.39015031598389
"Klaas, Joe.",Maybe I'm dead.,New York|Macmillan|1955.,nyu,1955,uc1.b4095316
"Ford, Consuelo Urisarri,","Five miles from Candia, | $c: by Althea Urn [pseud.",New York|Holt|1959,nyu,1959,uc1.$b104181
"Dunn, Byron A. (Byron Archibald)",Raiding with Morgan,Chicago;A. C. McClurg & c,us,1903,nnc1.1002185504
"Kramer, Nora",The cozy hour storybook,New York|Random House|c19,us,1960,pst.000007801778
"Deighton, Len,","Goodbye, Mickey Mouse / | $c: Len Deighton.",New York|Knopf|Distributed by Random House|1982.,nyu,1982,uc1.32106008517846
"Collins, Wilkie, 1824-1889.",The legacy of Cain : a novel.,"P. F. Collier, [1900?]",ctu,1888,uc2.ark:/13960/t6g165g4p
"Somerville, E. ≈í. (Edith ≈ínone),",The Hitchcock edition of Somerville and Ross.,New York|Derrydale Press|1927.,nyu,1927,wu.89052490638
,World's spring,New York|Macmillan|c1981.,ru,1981,uc1.32106005276909
"Henham, Ernest G. (Ernest George)",Granite,"London;A. Rivers, ltd.;19",uk,1909,wu.89099752115
"Lenski, Lois",Houseboat girl,Philadelphia|Lippincott|1,us,1957,mdp.39076006981612
"Heyward, DuBose,",The half pint flask | $c: [by] Du Bose Heyward.,"New York|Farrar & Rinehart, inc.|1929.",nyu,1929,mdp.39015021968543
"Winter, L�on de",The day before yesterday : six stories,New York|Vehicle Editions,ne,1985,uc1.b3460299
"Churchill, Winston, Sir",The crisis,New York;The Macmillan co,,1901,uc2.ark+=13960=t5m904803
"Chambers, Robert W. (Robert William)","Outdoorland, a story for children",New York;and London;Harpe,,1902,njp.32101074760438
"Waltari, Mika,","The Roman; | the memoirs of Minutus Lausus Manilianus, who has won the insignia of a triumph, who has the rank of Consul, who is chairman of the Priests' Collegium of the God Vespasian and a member of the Roman Senate | $c: [by] Mika Waltari. English version by Joan Tate.",New York|G. P. Putnam's Sons|1966,nyu,1966,uc1.b3460490
"Grier, Sydney C., 1868-1933.","In furthest Ind : the narrative of Mr. Edward Carlyon of the Honourable East India Company's service / ed. with a few explanatory notes by Sydney C. Grier [i.e., H. C. Gregg].","W. Blackwood, 1904.",nyu,1894,uc2.ark:/13960/t01z43z02
"O'Faolain, Sean,","The man who invented sin, and other stories.","New York|Devin-Adair Co.|1949,c1948.",nyu,1949,uc1.$b106428
"Barrett, William E.  (William Edmund)",A woman in the house,"Garden City, N.Y.|Doubled",us,1971,mdp.39015024077201
"Martyn, Wyndham",All the world to nothing,"Boston;Little, Brown, and",uk,1912,uc2.ark+=13960=t21c1w684
"Murasaki Shikibu,","The tale of Genji: | a novel in four parts,",New York|The Literary guild|1935.,nyu,1925,mdp.39015016580832
"Freeman, R. Austin (Richard Austin)",Dr. Thondyke's discovery,"New York|Dodd, Mead & com",uk,1932,mdp.39015035383887
"Brinig, Myron",The sadness in Lexington Avenue,New York|Rinehart|1951,us,1951,uc1.b3687202
"Wilkinson, Sylvia",Bone of my bones,"New York, N.Y.|Putnam|c19",us,1982,uc1.b4362506
,"Trials, tribulations, and celebrations : African-American perspectives on health, illness, aging, and loss","Yarmouth, ME|Intercultura",,1992,mdp.39015029900688
"Busson, Paul",The man who was born again : a romance,"London|W. Heinemann, ltd.",aus,1927,pst.000007302602
"Golightly, Walton","AmaZulu : being the many divers adventures of the Induna & the boy among the People of the Sky in the time of Shaka kaSenzangakhona, King of Kings",London|Quercus|2008.,sa,2008,mdp.39015077669524
"Meek, Jay.",Earthly purposes / | $c: Jay Meek.,Pittsburgh|Carnegie-Mellon University Press|London|Feffer and Simons|1984.,pau,1984,mdp.39015017639165
"McKenna, Stephen, 1888-","Sheila intervenes, by Stephen McKenna ...","George H. Doran Company, [1920]",nyu,1913,uc2.ark:/13960/t2k64c74t
"[Berry, Frederick Forrest]","The torch of reason; or, Humanity's god.","The Torch of Reason, publishers, 1912.",nyu,1910,uc2.ark:/13960/t1td9pr9j
"Skouen, Arne",Stokers' mess;,New York|A. A. Knopf|1948,no,1948,uc1.$b136780
"Compton, D. G. (David Guy),",The steel crocodile / | $c: D.G. Compton.,New York|Pocket Books|1980.,nyu,1970,pst.000012674534
"Woolf, Virginia,",Mrs. Dalloway | $c: [by Virginia Woolf],"New York|Harcourt, Brace|1925.",nyu,1925,mdp.39015013962207
"Lund, Robert,",Daishi-san : | a novel / | $c: by Robert Lund.,New York|John Day Co.|1961.,nyu,1961,uc1.$b105320
,The President's mystery story,New York|Farrar & Rinehar,,1935,uc1.b4091440
"(Henry Major), Tomlinson, H. M.","All our yesterdays, | $c: by H. M. Tomlinson.",New York|Grosset & Dunlap|c1930,nyu,1930,mdp.39015063919974
"Jenness, Diamond,",Myths of the Carrier Indians of British Columbia ...,Boston|1934,mau,1934,inu.32000004220119
"Klein, Norma",It's OK if you don't love me,New York|Dial Press|c1977,us,1977,uc1.32106002176599
"Baker, Dorothy",Our gifted son,Boston|Houghton Mifflin C,us,1948,uc1.b3346167
"Flower, Elliott",The spoilsmen,Boston;L. C. Page & compa,,1903,nnc1.1000018538
"Macaulay, Fannie (Caldwell), Mrs., 1863-","The lady of the decoration, by Frances Little [pseud.]","The Century co., 1908, c1906.",nyu,1906,uc2.ark:/13960/t1dj58m9x
"Francillon, R. E. (Robert Edward),",Romantic stories of the legal profession.,"Littleton, Colo.|F.B. Rothman|1996.",cou,1883,coo.31924084209125
"Hawthorne, Nathaniel,",The Complete short stories of Nathaniel Hawthorne.,"Garden City, N. Y.|Hanover House|c1959",nyu,1959,inu.30000006646032
"Okpewho, Isidore.",The victims; | a novel of polygamy in modern Africa. | $c: With an introd. by Sunday O. Anozie.,"Garden City, N.Y.|Anchor Books|1971.",nyu,1971,mdp.39015000550668
"Nathan, Robert,",The fair.,New York|A. A. Knopf|1964.,nyu,1964,uc1.$b104006
"Collier, John,",The John Collier reader.,New York|Knopf|1972.,nyu,1972,mdp.39015025040398
"Greenberg, Alvin.",How the dead live / | $c: stories by Alvin Greenberg.,Minnesota|Graywolf Press|c1998.,mnu,1998,mdp.39015045699348
"Loti, Pierre",The marriage of Loti (Rarahu),London;Laurie;191-?,fr,1910,uc2.ark+=13960=t79s1sv30
"MacDonald, George,",The gifts of the child Christ; | fairytales and stories for the childlike. | $c: Edited by Glenn Edward Sadler.,"Grand Rapids, Mich.|W. B. Eerdmans Pub. Co.|1973",miu,1973,uc1.b4087803
"Hichens, Robert Smythe,",The power to kill,"Garden City, N.Y.|Doubleday, Doran & Co.|1936[1934",nyu,1934,uc1.b3872973
"Street, Cecil J. C. (Cecil John Charles),","Death of an author, | $c: by John Rhode [pseud.]","New York|Dodd, Mead|1948.",nyu,1948,mdp.39015063959400
"Ehrlich, Max",Shaitan : a novel,New York|Arbor House|c198,us,1981,uc1.b4451814
"Thirkell, Angela",Three score and ten,London|H. Hamilton|1961,au,1961,mdp.39015029146803
"Levin, Ira,",This perfect day; | a novel.,New York|Random House|1970,nyu,1970,mdp.39015046378827
"Rotor, Arturo B (Arturo Belleza)",The wound and the scar; selected stories,Manila|Philippine Book Gu,ph,1937,mdp.39015029714352
"Head, Ann",Always in August,"Garden City, N.Y.|Doubled",us,1961,mdp.39015042099278
"Blackstock, Charity",The daughter,New York|Coward-McCann|19,uk,1970,uc1.b3435555
"Walpole, Hugh, 1884-1941.","The green mirror; a quiet story, by Hugh Walpole.",Grosset & Dunlap [c1917],nyu,1917,uc2.ark:/13960/t3cz35275
"Marshall, Paule,","The chosen place, the timeless people / | $c: Paule Marshall.","New York|Vintage Books|1992, c1969.",nyu,1969,uc1.32106016252030
"Clifford, Hugh Charles, Sir,","The further side of silence | $c: [by] Sir Hugh Clifford, illustrated by Mahlon Blaine.","Garden City, N.Y.|Doubleday, Page & company|c1927",nyu,1916,uc1.$b52714
"Whelan, Gloria.",Playing with shadows / | $c: Gloria Whelan.,Urbana|University of Illinois Press|c1988.,ilu,1988,mdp.39015014430824
"Rutman, Leo",5 good boys,New York|Viking Press|198,us,1982,uc1.b4358736
"Mott, Lawrence, 1881-1931.","The white darkness, and other stories of the great Northwest, by Lawrence Mott ... illustrated by Frank E. Schoonover and Cyrus Cuneo.","The Outing Publishing Company, 1907.",nyu,1905,uc2.ark:/13960/t2q52fh5v
"Hereford, Robert A","Old Man River, the memories of Captain Louis Rosché, pioneer steamboatman","Caldwell, Id.;The Caxton ",,1913,mdp.39015067875818
"Parrish, Anne,","Mr. Despondency's daughter, | $c: by Anne Parrish.",New York|London|Harper & Brothers|1938.,nyu,1938,mdp.39015000540578
"Henty, G. A. 1832-1902.","Facing death : or the hero of the Vaughan Pit, a tale of the coal mines / by G. A. Henty.","Hurst & Company, [1900?]",cou,1882,uc2.ark:/13960/t3610wg0v
"Vilmure, Daniel.",Life in the land of the living / | $c: by Daniel Vilmure.,New York|Knopf|1987.,nyu,1987,uc1.b4973166
"Johnson, Clifton, 1865-1940.","The country school, by Clifton Johnson; with illustrations by the author.",T. Y. Crowell & Co. [1907],nyu,1893,uc2.ark:/13960/t16m34x6x
"Rising, Lawrence","Proud flesh, | $c: by Lawrence Rising",New York|Boni and Liveright|c1924,nyu,1924,uc1.$b312398
,Atlantic narratives; modern short stories; ed. with an introduction by Charles Swain Thomas ...,The Atlantic Monthly Press [1918],nyu,1918,uc2.ark:/13960/t6057f54c
"Mead, Shepherd","The big ball of wax; a story of tomorrow's happy world, a novel",New York|Simon and Schust,us,1954,uc1.b3346770
"Richter, Conrad,",The town / | $c: by Conrad Richter.,New York|Alfred A. Knopf|1950.,nyu,1950,mdp.39015000693922
"Norris, Frank",The joyous miracle,"New York;Doubleday, Page;",us,1906,nyp.33433068244239
"Mitchell, Ruth Comfort",Fire! (The fifties,New York|London|D. Applet,us,1933,uc1.$b243695
"Shemin, Margaretha",The little riders,Coward-McCann|1963,,1963,uc1.b3189834
"Heyliger, William,",Quinby and son / | $c: by William Heyliger.,New York|Appleton|c1925.,nyu,1925,mdp.39076002365158
"Williams, Wright",Percentage girl,New York|Phoenix Press Pu,,1940,osu.32435067907899
"Dabydeen, Cyril",To monkey jungle,"London, Ont.|Third Eye|19",ca,1988,uc1.32106009609949
"Ward, Mary Jane,",The tree has roots / | $c: by Mary Jane Ward.,New York|E. P. Dutton & co.|1937.,nyu,1937,uc1.$b105921
"Roche, Regina Maria","The houses of Osma and Almeria; or, Convent of St. Ildefonso. A tale",Philadelphia;Published by,uk,1810,nyp.33433075723134
"Harris, Joel Chandler, 1848-1908.","The making of a statesman, and other stories, by Joel Chandler Harris.","McClure, Phillips & co., 1902.",nyu,1900,uc2.ark:/13960/t9s17v80b
"Pipkin, Turk.",When angels sing : | a Christmas story / | $c: by Turk Pipkin.,"Chapel Hill, N.C.|Algonquin Books of Chapel Hill|1999.",ncu,1999,mdp.39015047534873
"Reynolds, Matthew",Designs for a happy home,London|New York|Bloomsbur,,2009,mdp.39015080862744
"Lee, Albert",At his country's call,New York;F.H. Revell;c191,,1918,uc2.ark+=13960=t6n011r00
"Banks, G. Linnaeus (George Linnaeus), Mrs",God's providence house,London;R. Bentley;1865.,uk,1865,uiuo.ark+=13960=t0dv1sx9g
"Hall, Radclyffe",The master of the house,London|Falcon Press|1952,uk,1952,mdp.39015016441019
"Winser, David Michael de Reuda",There was no yesterday,London|Eyre & Spottiswood,uk,1943,uc1.$b803582
"Wheeler, Ruth Lellah Carr,","We follow the western trail, | $c: by Ruth Wheeler; photographs by H. D. and Ruth Wheeler.",New York|The Macmillan company|1941.,nyu,1941,uc1.b3121959
"Hardy, Thomas,",Far from the madding crowd / | $c: Thomas Hardy.,New York|Doubleday|1998.,nyu,1874,mdp.39015045678250
"Lawrence, George A. 1827-1876.",Guy Livingstone / by G. A. Lawrence ; with an introduction by E. A. Baker.,"G. Routledge ; Dutton, 1903.",nyu,1857,uc2.ark:/13960/t6834004d
"Lippincott, Joseph Wharton",Persimmon Jim : the 'possum,Philadelphia|Penn Pub. Co,us,1924,mdp.39076002656721
"Douglas, Amanda Minnie",Whom Kathie married,Boston;Lee and Shepard;Ne,us,1883,uc2.ark+=13960=t7zk58f5q
"Hawthorne, Nathaniel,",The scarlet letter. | $c: Edited with an introd. and notes by Harry Levin.,Boston|Houghton Mifflin|1960,mau,1850,mdp.39076006238690
"Tolstoy, Leo, graf,","The living thoughts of Tolstoi, | $c: presented by Stefan Zweig.","New York|Toronto|Longmans, Green and Co.|1939.",nyu,1939,uc1.$b320504
"Calkins, Clinch.",Lady on the hunt. | $c: With drawings by R.J. Davidson.,New York|Harper|1950,nyu,1950,wu.89086150232
"Mannin, Ethel",Late have I loved thee,New York|G. P. Putnam|194,uk,1948,uc1.$b101743
"Reverzy, Jean,","The crossing,",New York|Pantheon|1956,nyu,1956,uc1.$b395706
"Cowper, Richard,",The road to Corlay / | $c: Richard Cowper.,New York|Pocket Books|c1978.,nyu,1978,mdp.39015052543298
"Farrell, James T. (James Thomas),","A world I never made,",New York|The Vanguard press|c1936,nyu,1936,uc1.b4445390
"Myers, L. H. (Leopold Hamilton),","The pool of Vishnu, | $c: by L. H. Myers.","New York|Harcourt, Brace and company|c1940",nyu,1940,uc1.$b787244
"Fenn, R. W. 1867-",Horacio : a tale of Brazil / by R. W. Fenn.,"American Tract Society, 1913.",pau,1911,uc2.ark:/13960/t3kw59b2x
,Fitzgeorge; a novel,Philadelphia;E.L. Carey &,uk,1833,hvd.hnnzn9
"Gorman, Herbert Sherman,","Jonathan Bishop, | a novel, | $c: by Herbert Gorman.",New York|Farrar & Rinehart|c1933,nyu,1933,mdp.39015059719289
"Colson, Lonnie.",Suckin' truckin' studs / | $c: Lonnie Colson.,"Santee, Calif.|Surree Limited|c1977.",cau,1977,mdp.39015069746959
"Palmer, Frederick",The old blood,New York;A.L. Burt Co.;19,us,1916,uc2.ark+=13960=t1ng4gw8m
"Maher, James T.",The distant music of summer : | a novel / | $c: by James T. Maher.,"Boston|Little, Brown|c1979.",mau,1979,mdp.39015048903655
"Arnold, Edwin Lester Linden,","Lieut. Gullivar Jones, his vacation.",New York|Arno Press|1975.,nyu,1905,mdp.39015030946407
"Hess, Hannah S",The third side of the desk; how parents can change the schools,New York|Scribner|1973,,1973,mdp.39015004925072
"Dostoyevsky, Fyodor,",The village of Stepanchikovo and its inhabitants : | from the notes of an unknown / | $c: Fyodor Dostoyevsky ; translated with an introduction by Ignat Avsey.,"Ithaca, N.Y.|Cornell University Press|1987.",nyu,1987,mdp.39015014606456
"RamÃ­rez, Sergio",To bury our fathers : a novel of Nicaragua,"New York, NY, USA|Readers",nic,1984,uc1.b3778904
"March, William",Some like them short,"Boston|Little, Brown and ",us,1939,uc1.$b323629
"Craddock, William J.",Be not content | [a subterranean journal | $c: by] William J. Craddock.,"Garden City, N.Y.|Doubleday|1970.",nyu,1970,mdp.39015030741295
"Pollini, Francis.",The crown.,New York|Putnam|1967,nyu,1967,uc1.b4355146
"Huxley, Aldous,",Time must have a stop / | $c: by Aldous Huxley ...,New York|London|Harper & Brothers|1944.,nyu,1944,mdp.39015025045322
"Wheelis, Allen,",The way things are : | a novel / | $c: by Allen Wheelis.,Dallas|Baskerville Publishers|c1994.,txu,1994,mdp.39015033991525
"Ferber, Edna",Giant,"Garden City, N.Y.|Doubled",us,1952,mdp.39015002725656
"Tharaud, Jean",The shadow of the cross;,New York|A. A. Knopf|1924,fr,1924,uc1.$b703967
"Applebaum, Herbert A.",Blue chips / | $c: by Herbert A. Applebaum.,"Lawrenceville, Va.|Brunswick Pub. Co.|1985.",vau,1985,coo.31924001097280
"Meier, Frank,",Fathoms below.,"New York|E.. P. Dutton & co., inc.|1943.",nyu,1943,uc1.$b76937
"Panferov, Fedor Ivanovich",And then the harvest,London|Putnam|1939,ru,1939,uc1.b4411178
"Derleth, August William,",The sleeping & the dead; | thirty uncanny tales selected | $c: by August Derleth.,Chicago|Pellegrini & Cudahy|1947,ilu,1947,uc1.b3543046
,"A strange metamorphosis of man, | transformed into a wildernesse. Deciphered into characters. London, 1634. | $c: Edited with an introd. and notes by Don Cameron Allen.",Baltimore|Johns Hopkins Press|1949.,mdu,1949,mdp.39015026444086
"DuBois, David Graham",And bid him sing : a novel,"Palo Alto, Calif.|Rampart",us,1975,mdp.39015031232757
"Fitzgerald, F. Scott (Francis Scott),",Flappers and philosophers.,New York|Scribner|1959,nyu,1920,mdp.39015046379031
"Hemingway, Ernest,","In our time, | stories.",New York|Scribner|1955.,nyu,1955,mdp.39015004078674
"Brine, Mary D. (Mary Dow)",The doings of a dear little couple,London|Ernest Nister|New ,,1987,wu.89098012495
"Pate, Alexs D.,",Losing Absalom : | a novel / | $c: by Alexs D. Pate.,Minneapolis|Coffee House Press|1994.,mnu,1994,mdp.39015032428420
"Duley, Margaret.",Novelty on earth / | $c: Margaret Duley.,New York|Macmillan|1942.,nyu,1942,uc1.$b56514
Colonel,Dilson's Key,"Wichita, Kansas;The Golds",us,1916,njp.32101068167491
"Welker, Robert Louis.",The sense of fiction. | $c: Edited by Robert L. Welker [and] Herschel Gower.,"Englewood Cliffs, N.J.|Prentice-Hall|c1966",nju,1966,uc1.b4320473
"Wyatt, Isabel.","The golden stag, and other folk tales from India, | $c: selected and retold by Isabel Wyatt. Illustrated by Anne Marie Jauss.",New York|D. McKay Co.|1962,nyu,1962,mdp.39015012298678
"Ford, Jesse Hill","Fishes, birds, and sons of men","Boston|Little, Brown|1967",us,1967,uc1.$b120129
"Harris, Christie",Sky man on the totem pole?,Toronto|McClelland and St,ca,1975,inu.39000003642282
